GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
scaffold,edu.ucsb.cs.scaffold.controller,AdminsController,0,82,0,2,0,16,0,8,0,7
scaffold,edu.ucsb.cs.scaffold.controller,UserStateV2Controller.UserStateV2Request,0,18,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserActivityController.UserActivityRequest,0,12,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,HealthController,0,7,0,0,0,2,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.controller,UserStateController.UserStateResponse,0,12,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,RosterStudentsCSVController.RosterSourceType,0,33,0,0,0,6,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController.RosterStudentCoursesDTO,0,18,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,AdminsController.AdminDTO,0,18,0,0,0,3,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.controller,UserStateV2Controller,0,153,0,10,0,37,0,13,0,8
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController,0,502,0,34,0,132,0,39,0,22
scaffold,edu.ucsb.cs.scaffold.controller,ApiController,0,41,0,0,0,11,0,7,0,7
scaffold,edu.ucsb.cs.scaffold.controller,ConceptsController,0,873,0,72,0,186,0,64,0,28
scaffold,edu.ucsb.cs.scaffold.controller,CourseStaffController,0,129,0,0,0,33,0,10,0,10
scaffold,edu.ucsb.cs.scaffold.controller,AssessmentController,0,9,0,0,0,2,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController.StaffCoursesDTO,0,18,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,InstructorsController,0,65,0,2,0,14,0,6,0,5
scaffold,edu.ucsb.cs.scaffold.controller,PrairieLearnController,0,48,0,0,0,10,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,JobsController,0,107,0,2,0,19,0,11,0,10
scaffold,edu.ucsb.cs.scaffold.controller,UserStateController.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserStateController,0,134,0,8,0,29,0,11,0,7
scaffold,edu.ucsb.cs.scaffold.controller,CourseStaffCSVController,0,169,0,12,0,38,0,11,0,5
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController.InstructorCourseView,0,53,0,4,0,10,0,4,0,2
scaffold,edu.ucsb.cs.scaffold.controller,ConceptsController.MajorConceptDTO,0,15,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserInfoController,0,6,0,0,0,2,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.controller,RosterStudentsCSVController,0,520,0,42,0,122,0,37,0,16
scaffold,edu.ucsb.cs.scaffold.controller,UserActivityV2Controller,0,65,0,10,0,16,0,7,0,2
scaffold,edu.ucsb.cs.scaffold.controller,QuestionController,0,5,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController.EmailTypes,0,21,0,0,0,4,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserActivityV2Controller.UserActivityV2Request,0,15,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserStateV2Controller.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserActivityController,0,58,0,8,0,12,0,6,0,2
scaffold,edu.ucsb.cs.scaffold.controller,CoursesController.EmailFormats,0,15,0,0,0,3,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,SystemInfoController,0,10,0,0,0,3,0,3,0,3
scaffold,edu.ucsb.cs.scaffold.controller,ConceptsController.PositionDTO,0,9,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserStateV2Controller.UserStateV2Response,0,12,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,CourseOptionsController,0,154,0,10,0,34,0,11,0,6
scaffold,edu.ucsb.cs.scaffold.controller,ConceptsController.ConceptContentDTO,0,12,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,RosterStudentsController,0,390,0,34,0,94,0,34,0,17
scaffold,edu.ucsb.cs.scaffold.controller,ConceptsController.EdgeDTO,0,9,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.controller,UserStateController.UserStateRequest,0,15,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.errors,EntityNotFoundException,0,17,0,0,0,2,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.entity,Concept,0,7,0,2,0,1,0,2,0,1
scaffold,edu.ucsb.cs.scaffold.entity,CourseOption,0,3,0,0,0,1,0,1,0,1
